,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,5.1,"8 km E of Carmel Valley Village, California",-1201648020000,1528145024000,,https://earthquake.usgs.gov/earthquakes/eventpage/ushis883,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ushis883&format=geojson,,,,,reviewed,0,400,ushis,883,",ushis883,",",ushis,",",impact-text,origin,",,,,,uk,earthquake,"M 5.1 - 8 km E of Carmel Valley Village, California",0,Point,"[-121.67, 36.5, None]",0
0,5.92,"9 km S of Leggett, California",-1209032350400,1650921004110,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem906999,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgem906999&format=geojson,,,,,reviewed,0,539,iscgem,906999,",iscgem906999,",",iscgem,",",origin,",,,,,mw,earthquake,"M 5.9 - 9 km S of Leggett, California",1,Point,"[-123.735, 39.781, 15]",1
