time,mag_max,event_count,mag_mean,mag_sum,longitude_mean,latitude_mean,depth_mean,time_diff_float_mean,time_diff_float_std,depth_std,latitude_std,longitude_std,mag_scatter,weight_richter,weight_Mw
31/03/1973,2.39,2,2.375,4.75,-117.16625,34.10616665,5.71,25842.535,24656.56597,2.16374675,0.119736725,0.146724657,0.021213203,1.00E-06,1
02/04/1973,2.43,1,2.43,2.43,-118.5878333,35.3066667,6,166741.48,12724.92629,1.626345597,0.067489406,1.073977349,0.473761543,1.00E-06,1
03/04/1973,3.23,2,2.735,5.47,-117.3819167,34.31575,6.96,75598.01,6759.106442,1.35764502,0.041365747,1.537603696,0.700035713,1.00E-05,2
05/04/1973,3.06,3,2.643333333,7.93,-117.8194445,34.94883333,4.02,58024.25333,66094.11358,3.429460599,0.909087451,0.998164922,0.466082968,1.00E-05,2
06/04/1973,2.4,1,2.4,2.4,-117.6886667,33.8608333,2.82,12067.86,45825.17626,3.306115964,0.927997428,1.118377666,0.472467882,1.00E-06,1
07/04/1973,3.28,3,2.77,8.31,-117.1815,34.37716667,4.063333333,53562.81333,25556.23894,3.182771329,0.946907404,1.23859041,0.478852796,1.00E-05,2
08/04/1973,2.88,4,2.5,10,-117.5464583,34.27341665,3.98,18303.625,7219.26496,2.514544359,0.937792929,1.446355662,0.254165301,1.00E-06,1
09/04/1973,2.84,5,2.654,13.27,-116.7318333,34.32633332,1.856,17871.81,15005.34456,2.371978077,0.058360338,0.898156271,0.222103579,1.00E-06,1
11/04/1973,2.75,1,2.75,2.75,-117.4681667,34.096,5.08,129602,24137.32639,2.610931622,0.06346781,1.102349682,0.373901164,1.00E-06,1
12/04/1973,3.42,5,2.682,13.41,-117.2022,34.29906666,1.824,26900.704,28703.3173,2.730408394,0.066021547,1.204446387,0.449799956,1.00E-05,2
13/04/1973,2.97,1,2.97,2.97,-116.5291667,35.73,6,40979.05,31715.38574,2.64505223,0.118402543,1.180256846,0.381411551,1.00E-06,2
15/04/1973,2.77,1,2.77,2.77,-118.789,35.0358333,8,203389.79,37739.52262,2.474339902,0.223164537,1.131877763,0.244634741,1.00E-06,1
16/04/1973,2.62,1,2.62,2.62,-116.2895,33.2605,6,70609.38,40751.59106,2.388983738,0.275545534,1.107688222,0.176246336,1.00E-06,1
17/04/1973,2.95,3,2.826666667,8.48,-118.0195,34.76927777,7.33,39243.87667,43763.6595,2.303627574,0.32792653,1.08349868,0.107857931,1.00E-06,2
19/04/1973,4.5,3,3.286666667,9.86,-116.6584445,34.32911113,7.513333333,55107.72667,67568.03303,8.37320329,0.37135676,3.500457689,1.110735492,0.0001,3
20/04/1973,3.4,3,2.946666667,8.84,-117.6762222,36.0845,7.11,32025.19667,30063.97911,2.52513366,1.355294591,0.74598881,0.500233279,1.00E-05,2
21/04/1973,3.2,1,3.2,3.2,-118.265,37.125,8,27579.32,26126.42964,3.87659366,0.941630148,1.085735919,0.36499429,1.00E-05,2
22/04/1973,2.41,1,2.41,2.41,-117.1796667,34.2225,2.42,123905.65,22188.88016,5.22805366,0.527965705,1.425483028,0.229755301,1.00E-06,1
23/04/1973,2.58,3,2.506666667,7.52,-118.1132222,34.25455557,4.91,34576.82,18251.33068,6.57951366,0.114301262,1.765230137,0.094516313,1.00E-06,1
24/04/1973,2.72,1,2.72,2.72,-116.8333333,34.5473333,6,41697.75,45171.86187,3.293292364,0.89925587,1.279596589,0.683654259,1.00E-06,1
25/04/1973,4.7,2,3.8,7.6,-116.5894167,35.81408335,0.005,67962.87,72092.39305,0.007071068,1.684210478,0.793963041,1.272792206,0.0001,3
26/04/1973,5.6,3,3.976666667,11.93,-116.1198889,36.13844443,3.666666667,28528.15,28275.44732,3.214550254,1.60504174,0.14245248,1.688381868,0.001,4
27/04/1973,3.11,2,2.76,5.52,-119.1400833,35.8,3.005,44326.32,52053.58084,4.235569619,0.962843687,1.175565024,0.494974747,1.00E-05,2
29/04/1973,2.3,1,2.3,2.3,-118.2738333,36.9033333,0.28,153791.95,31810.47606,2.826070102,0.325347702,0.688289915,0.296984848,1.00E-06,1
30/04/1973,2.76,2,2.62,5.24,-116.66925,33.395,4.5,18886.805,21688.92366,2.121320344,0.00659971,0.444652361,0.197989899,1.00E-06,1
02/05/1973,3.04,3,2.796666667,8.39,-116.3031111,33.84544447,3.503333333,76074.13667,83495.45034,3.116894822,0.553433978,0.071544516,0.220529665,1.00E-05,2
03/05/1973,3.54,2,2.92,5.84,-117.266,34.32291665,9.44,43745.085,13175.81057,6.151828996,0.119618921,1.606075249,0.876812409,1.00E-05,2
04/05/1973,2.58,2,2.55,5.1,-117.8318334,35.99958335,4.92,22463.795,27158.02692,1.527350647,0.01213869,0.012963601,0.042426407,1.00E-06,1
05/05/1973,2.53,1,2.53,2.53,-117.033,34.4313333,6,73597.19,30236.15163,1.910314547,0.094686277,0.297559367,0.125479881,1.00E-06,1
06/05/1973,2.33,1,2.33,2.33,-116.2401667,33.2348333,6,101607.32,33314.27634,2.293278447,0.177233863,0.582155133,0.208533355,1.00E-06,1
07/05/1973,2.79,1,2.79,2.79,-116.5165,33.1285,6,66344.56,36392.40105,2.676242347,0.25978145,0.866750899,0.291586829,1.00E-06,1
08/05/1973,3.38,8,2.62125,20.97,-118.0358333,34.37735418,3.65,18668.69875,39470.52576,3.059206246,0.342329037,1.151346665,0.374640304,1.00E-05,2
09/05/1973,2.94,1,2.94,2.94,-116.2063333,34.1033333,6.32,54390.18,32042.13821,1.543745259,1.040552306,0.930640937,0.219139957,1.00E-06,2
10/05/1973,3.03,2,2.985,5.97,-116.7775,34.6003333,5.98,46108.46,24613.75066,0.028284271,1.738775575,0.709935208,0.06363961,1.00E-05,2
12/05/1973,3.01,1,3.01,3.01,-119.0673333,33.8578333,6,114839.28,13859.79693,0.85736515,0.427570164,0.275128189,0.239203674,1.00E-05,2
13/05/1973,2.46,1,2.46,2.46,-118.2931667,33.9593333,6.59,14232.77,23517.50575,1.714730299,0.535528064,0.436647865,0.308701721,1.00E-06,1
14/05/1973,2.28,1,2.28,2.28,-118.9773333,34.0285,6,79986.4,33175.21456,2.572095449,0.643485963,0.598167541,0.378199768,1.00E-06,1
15/05/1973,3.02,3,2.503333333,7.51,-117.4706667,34.29472223,4.02,49463.14333,42832.92338,3.429460599,0.751443863,0.759687217,0.447697815,1.00E-05,2
16/05/1973,2.71,2,2.575,5.15,-119.2915833,34.5945833,5.81,53524.34,30569.41409,8.202438662,0.3701704,0.75907913,0.190918831,1.00E-06,1
17/05/1973,2.64,1,2.64,2.64,-116.4415,33.4378333,2.21,44863.64,18387.00723,7.569578093,0.218201344,0.580240051,0.530330086,1.00E-06,1
18/05/1973,3.23,2,2.615,5.23,-117.4073334,33.9345,5.095,64289.315,6204.600375,6.936717523,0.066232288,0.401400973,0.869741341,1.00E-05,2
19/05/1973,2.51,1,2.51,2.51,-116.6595,33.6183333,15.54,4219.72,46674.64077,3.468358762,0.15485635,0.345775251,0.484368145,1.00E-06,1
21/05/1973,3.01,1,3.01,3.01,-117.2313333,35.6268333,1.25,82752.88,61026.6669,0.14495689,0.202291441,0.457674864,0.134350288,1.00E-05,2
22/05/1973,2.27,2,2.15,4.3,-117.22275,33.60841665,5.795,34901.805,34908.65263,0.28991378,0.161102471,0.625200199,0.169705627,1.00E-06,1
23/05/1973,2.71,3,2.4,7.2,-117.4283889,34.07433337,5.416666667,34947.49333,16884.55971,0.280237994,0.343630009,0.840055197,0.284780617,1.00E-06,1
24/05/1973,4.8,2,3.52,7.04,-117.17125,35.60208335,2.53,36285.68,33433.57839,3.493107499,2.197570001,1.506490997,1.81019336,0.0001,3
25/05/1973,2.83,4,2.5475,10.19,-117.2635417,34.05141665,4.5025,28698.69,49652.52187,2.995,0.53655678,0.749625402,0.205487226,1.00E-06,1
27/05/1973,2.88,1,2.88,2.88,-118.6756667,35.4618333,0.01,96285.47,51002.08412,3.124968144,0.747103239,0.844135249,0.403609121,1.00E-06,1
28/05/1973,3.03,1,3.03,3.03,-116.2735,33.2801667,6,142484.45,51676.86525,3.189952216,0.852376468,0.891390172,0.502670068,1.00E-05,2
30/05/1973,2.19,1,2.19,2.19,-117.4663333,34.0836667,9.84,187860.04,53026.42749,3.319920361,1.062922926,0.985900018,0.700791963,1.00E-06,1
31/05/1973,2.55,1,2.55,2.55,-116.9788333,34.3115,6,23008.43,53701.20862,3.384904433,1.168196155,1.033154941,0.799852911,1.00E-06,1
03/06/1973,2.76,1,2.76,2.76,-117.827,35.4291667,6,322908.44,55725.55199,3.579856649,1.484015842,1.174919711,1.097035753,1.00E-06,1
05/06/1973,5.1,3,3.616666667,10.85,-117.6638889,36.3733889,4.26,54019.30333,57075.11424,3.709824794,1.6945623,1.269429557,1.295157648,0.001,4
06/06/1973,6.1,3,3.606666667,10.82,-117.6625555,35.23805557,2.583333333,23999.96667,17063.89695,3.085584764,1.738313783,1.42333863,2.165971683,0.01,5
07/06/1973,2.23,3,2.17,6.51,-118.2407222,33.908,5.916666667,40896.24667,32554.15006,0.189296945,0.091010217,0.425230316,0.09539392,1.00E-06,1
08/06/1973,2.67,2,2.385,4.77,-117.6960834,34.8855833,1.525,43199.23,47385.21945,1.887975106,1.459114843,0.033351893,0.403050865,1.00E-06,1
09/06/1973,2.61,1,2.61,2.61,-117.0961667,33.9911667,5.49,47132.67,40250.261,3.044094693,1.15435182,0.340413013,0.279307179,1.00E-06,1
10/06/1973,3,2,2.89,5.78,-118.5456667,35.68875,3.03,33238.815,33115.30256,4.20021428,0.849588798,0.647474133,0.155563492,1.00E-06,2
12/06/1973,4.8,2,3.48,6.96,-117.0341667,36.56491665,2.55,97690.56,114497.1907,3.464823228,0.932084612,0.993013599,1.866761902,0.0001,3
14/06/1973,2,1,2,2,-118.579,33.053,5.38,181222.85,153014.0078,3.721149436,0.896552479,1.115166296,1.523815113,1.00E-07,1
15/06/1973,2.48,1,2.48,2.48,-117.5813333,34.0068333,2.9,102448,172272.4163,3.84931254,0.878786412,1.176242644,1.352341719,1.00E-06,1
