,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,4.5,"7 km SSW of Mettler, California",-1287696720000,1528145024000,,https://earthquake.usgs.gov/earthquakes/eventpage/ushis800,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ushis800&format=geojson,,,,,reviewed,0,312,ushis,800,",ushis800,",",ushis,",",impact-text,origin,",,,,,ml,earthquake,"M 4.5 - 7 km SSW of Mettler, California",0,Point,"[-119, 35, None]",0
