,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,4.1,"21 km NNE of Tosya, Turkey",1672213513227,1678215595040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000j0l0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000j0l0&format=geojson,,,,,reviewed,0,259,us,7000j0l0,",us7000j0l0,",",us,",",origin,phase-data,",33,0.35,0.9,45,mb,earthquake,"M 4.1 - 21 km NNE of Tosya, Turkey",0,Point,"[34.1385, 41.197, 12.346]",0
0,4.5,Aegean Sea,1671339673446,1677625585040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ja3f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ja3f&format=geojson,1,2.2,,,reviewed,0,312,us,6000ja3f,",us6000ja3f,",",us,",",dyfi,origin,phase-data,",34,1.356,0.51,68,mb,earthquake,M 4.5 - Aegean Sea,1,Point,"[24.2135, 39.8169, 16.105]",1
0,4.2,"22 km NW of Biga, Turkey",1670901677538,1676757847040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000j8xq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000j8xq&format=geojson,1,2.7,,,reviewed,0,272,us,6000j8xq,",us6000j8xq,",",us,",",dyfi,moment-tensor,origin,phase-data,",53,0.925,0.59,52,mwr,earthquake,"M 4.2 - 22 km NW of Biga, Turkey",2,Point,"[27.0456, 40.3585, 10]",2
0,4.2,"14 km E of Hendek, Turkey",1670043561398,1676156583040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000j6il,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000j6il&format=geojson,,,,,reviewed,0,271,us,6000j6il,",us6000j6il,",",us,",",origin,phase-data,",28,0.973,0.66,71,mb,earthquake,"M 4.2 - 14 km E of Hendek, Turkey",3,Point,"[30.9174, 40.7866, 10]",3
0,4.5,"12 km W of Düzce, Turkey",1669521465879,1675639452040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000isne,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000isne&format=geojson,15,4.3,,,reviewed,0,318,us,7000isne,",us7000isne,",",us,",",dyfi,origin,phase-data,",68,0.4,0.65,29,mb,earthquake,"M 4.5 - 12 km W of Düzce, Turkey",4,Point,"[31.01, 40.8448, 10]",4
0,4.4,"15 km E of Hendek, Turkey",1669175458216,1675058465040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000irqn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000irqn&format=geojson,14,4.6,,,reviewed,0,304,us,7000irqn,",us7000irqn,",",us,",",dyfi,moment-tensor,origin,phase-data,",52,0.404,0.63,34,mwr,earthquake,"M 4.4 - 15 km E of Hendek, Turkey",5,Point,"[30.9274, 40.8188, 10]",5
0,6.1,"15 km W of Düzce, Turkey",1669165695435,1685920470895,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000irp8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000irp8&format=geojson,1686,7.6,7.942,orange,reviewed,0,1760,us,7000irp8,",us7000irp8,usauto7000irp8,at00rls0hs,pt22327000,",",us,usauto,at,pt,",",dyfi,general-text,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",286,0.399,0.64,14,mww,earthquake,"M 6.1 - 15 km W of Düzce, Turkey",6,Point,"[30.9831, 40.8356, 10]",6
0,4.3,"18 km N of Yedisu, Turkey",1664602874694,1670712748040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ipx6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ipx6&format=geojson,,,,,reviewed,0,284,us,6000ipx6,",us6000ipx6,",",us,",",origin,phase-data,",30,0.416,0.66,84,mb,earthquake,"M 4.3 - 18 km N of Yedisu, Turkey",7,Point,"[40.5212, 39.602, 3.106]",7
0,4.3,"11 km N of Yedisu, Turkey",1664488143375,1670104962040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ipfl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ipfl&format=geojson,,,,,reviewed,0,284,us,6000ipfl,",us6000ipfl,",",us,",",moment-tensor,origin,phase-data,",77,0.479,0.77,77,mwr,earthquake,"M 4.3 - 11 km N of Yedisu, Turkey",8,Point,"[40.5292, 39.5387, 10]",8
0,4.8,"16 km ESE of Yedisu, Turkey",1663360236774,1668899011040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i8nr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i8nr&format=geojson,6,4.5,,,reviewed,0,357,us,7000i8nr,",us7000i8nr,",",us,",",dyfi,moment-tensor,origin,phase-data,",116,0.669,0.86,38,mwr,earthquake,"M 4.8 - 16 km ESE of Yedisu, Turkey",9,Point,"[40.7044, 39.3672, 10.924]",9
