,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.1,"3 km SSE of Atkaracalar, Turkey",178656846800,1415316091793,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000cnd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000cnd&format=geojson,,,,,reviewed,0,148,us,p0000cnd,",usp0000cnd,",",us,",",origin,",,,,,mb,earthquake,"M 3.1 - 3 km SSE of Atkaracalar, Turkey",0,Point,"[33.092, 40.788, 43]",0
0,3,"11 km NE of Sárti, Greece",178475437100,1415316091782,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000cmv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000cmv&format=geojson,,,,,reviewed,0,138,us,p0000cmv,",usp0000cmv,",",us,",",origin,",,,,,mb,earthquake,"M 3.0 - 11 km NE of Sárti, Greece",1,Point,"[24.06, 40.177, 22]",1
0,3.4,"9 km NE of Sárti, Greece",178473551100,1415316091782,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000cmu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000cmu&format=geojson,,,,,reviewed,0,178,us,p0000cmu,",usp0000cmu,",",us,",",origin,",,,,,mb,earthquake,"M 3.4 - 9 km NE of Sárti, Greece",2,Point,"[24.063, 40.146, 33]",2
0,2.9,"28 km SE of Enez, Turkey",177713974300,1415316091709,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000chf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000chf&format=geojson,,,,,reviewed,0,129,us,p0000chf,",usp0000chf,",",us,",",origin,",,,,,mb,earthquake,"M 2.9 - 28 km SE of Enez, Turkey",3,Point,"[26.342, 40.555, 53]",3
0,3.7,"19 km NNE of Gökçeada, Turkey",177563991700,1415316091698,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000cgw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000cgw&format=geojson,,,,,reviewed,0,211,us,p0000cgw,",usp0000cgw,",",us,",",origin,",,,,,mb,earthquake,"M 3.7 - 19 km NNE of Gökçeada, Turkey",4,Point,"[25.97, 40.373, 37]",4
0,3.3,"46 km SW of Bozcaada, Turkey",176289717100,1415316091573,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000cap,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000cap&format=geojson,,,,,reviewed,0,168,us,p0000cap,",usp0000cap,",",us,",",origin,",,,,,ml,earthquake,"M 3.3 - 46 km SW of Bozcaada, Turkey",5,Point,"[25.654, 39.571, 10]",5
0,4.6,"12 km SSW of Polatl?, Turkey",175969519700,1651081179451,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000c88,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000c88&format=geojson,,,4.923,,reviewed,0,326,us,p0000c88,",iscgem726800,usp0000c88,",",iscgem,us,",",origin,shakemap,",,,,,mb,earthquake,"M 4.6 - 12 km SSW of Polatl?, Turkey",6,Point,"[32.095, 39.474, 20]",6
0,4.6,"14 km E of Ladik, Turkey",174693565000,1651081072423,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000c0g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000c0g&format=geojson,,,,,reviewed,0,326,us,p0000c0g,",iscgem726205,usp0000c0g,",",iscgem,us,",",origin,",,,,,mb,earthquake,"M 4.6 - 14 km E of Ladik, Turkey",7,Point,"[36.061, 40.934, 8]",7
0,4,"13 km SW of Erzurum, Turkey",174553753400,1415316091179,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000bzx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000bzx&format=geojson,,,,,reviewed,0,246,us,p0000bzx,",usp0000bzx,",",us,",",origin,",,,,,mb,earthquake,"M 4.0 - 13 km SW of Erzurum, Turkey",8,Point,"[41.174, 39.82, 36]",8
0,3.2,"8 km S of Polichnítos, Greece",171307327700,1415316090553,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000bbm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000bbm&format=geojson,,,,,reviewed,0,158,us,p0000bbm,",usp0000bbm,",",us,",",origin,",,,,,mb,earthquake,"M 3.2 - 8 km S of Polichnítos, Greece",9,Point,"[26.165, 39.006, 34]",9
0,3.8,"15 km NNW of Bolu, Turkey",171082537000,1415316090525,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000bab,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000bab&format=geojson,,,,,reviewed,0,222,us,p0000bab,",usp0000bab,",",us,",",origin,",,,,,mb,earthquake,"M 3.8 - 15 km NNW of Bolu, Turkey",10,Point,"[31.513, 40.857, 68]",10
