,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,4.3,"13 km NNE of Erdek, Turkey",1514751122880,1521251680040,,https://earthquake.usgs.gov/earthquakes/eventpage/us1000byld,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000byld&format=geojson,1,2,,,reviewed,0,285,us,1000byld,",us1000byld,",",us,",",dyfi,origin,phase-data,",,0.869,0.5,96,mb,earthquake,"M 4.3 - 13 km NNE of Erdek, Turkey",0,Point,"[27.8564, 40.5104, 11.78]",0
0,5.1,"32 km E of Patitírion, Greece",1507762184820,1651604474091,,https://earthquake.usgs.gov/earthquakes/eventpage/us1000aqij,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000aqij&format=geojson,52,4.1,,,reviewed,0,421,us,1000aqij,",us1000aqij,iscgem611835055,",",us,iscgem,",",dyfi,moment-tensor,origin,phase-data,",,1.487,0.74,31,mww,earthquake,"M 5.1 - 32 km E of Patitírion, Greece",1,Point,"[24.2379, 39.1647, 11.54]",1
0,4.2,"8 km NNE of Polichnítos, Greece",1506054023630,1513648451040,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000aszw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000aszw&format=geojson,,,,,reviewed,0,271,us,2000aszw,",us2000aszw,",",us,",",origin,phase-data,",,1.369,0.97,46,mb,earthquake,"M 4.2 - 8 km NNE of Polichnítos, Greece",2,Point,"[26.2334, 39.1427, 10]",2
0,3.2,"3 km W of Eski?ehir, Turkey",1505984480240,1659896147572,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000astb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000astb&format=geojson,1,3.8,,,reviewed,0,158,us,2000astb,",us2000astb,",",us,",",dyfi,origin,phase-data,",,0.883,0.61,107,ml,earthquake,"M 3.2 - 3 km W of Eski?ehir, Turkey",3,Point,"[30.483, 39.7777, 9.52]",3
0,4.5,"18 km NE of Patitírion, Greece",1505658574670,1659894192059,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000apie,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000apie&format=geojson,4,3.1,,,reviewed,0,313,us,2000apie,",us2000apie,",",us,",",dyfi,origin,phase-data,",,1.319,0.56,54,mb,earthquake,"M 4.5 - 18 km NE of Patitírion, Greece",4,Point,"[24.0015, 39.2721, 10]",4
