,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.7,"9 km ESE of Bigadiç, Turkey",738843360380,1415321586123,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005ttw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005ttw&format=geojson,,,,,reviewed,0,112,us,p0005ttw,",usp0005ttw,",",us,",",origin,phase-data,",,,0.7,,ml,earthquake,"M 2.7 - 9 km ESE of Bigadiç, Turkey",0,Point,"[28.234, 39.371, 10]",0
0,3.1,"15 km SW of Emet, Turkey",738800961060,1415321585969,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005tsw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005tsw&format=geojson,,,,,reviewed,0,148,us,p0005tsw,",usp0005tsw,",",us,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 3.1 - 15 km SW of Emet, Turkey",1,Point,"[29.123, 39.253, 10]",1
0,2.6,"11 km WSW of Emet, Turkey",738791277440,1415321585956,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005tsp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005tsp&format=geojson,,,,,reviewed,0,104,us,p0005tsp,",usp0005tsp,",",us,",",origin,phase-data,",,,0.9,,ml,earthquake,"M 2.6 - 11 km WSW of Emet, Turkey",2,Point,"[29.147, 39.291, 10]",2
0,2.9,"16 km SW of Emet, Turkey",738789219570,1415321585950,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005tsj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005tsj&format=geojson,,,,,reviewed,0,129,us,p0005tsj,",usp0005tsj,",",us,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 2.9 - 16 km SW of Emet, Turkey",3,Point,"[29.114, 39.244, 5]",3
0,3.3,"13 km SSW of Emet, Turkey",738782348700,1415321585930,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005tsc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005tsc&format=geojson,,,,,reviewed,0,168,us,p0005tsc,",usp0005tsc,",",us,",",origin,phase-data,",,,0.5,,ml,earthquake,"M 3.3 - 13 km SSW of Emet, Turkey",4,Point,"[29.182, 39.236, 10]",4
0,3.5,"11 km SW of Emet, Turkey",738782275090,1415321585928,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005tsb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005tsb&format=geojson,,,,,reviewed,0,188,us,p0005tsb,",usp0005tsb,",",us,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 3.5 - 11 km SW of Emet, Turkey",5,Point,"[29.166, 39.268, 10]",5
0,3,"8 km SSW of Emet, Turkey",738781226830,1415321585870,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005ts8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005ts8&format=geojson,,,,,reviewed,0,138,us,p0005ts8,",usp0005ts8,",",us,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 3.0 - 8 km SSW of Emet, Turkey",6,Point,"[29.213, 39.277, 5]",6
0,2.7,"18 km NNE of Simav, Turkey",738781136230,1415321585868,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005ts7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005ts7&format=geojson,,,,,reviewed,0,112,us,p0005ts7,",usp0005ts7,",",us,",",origin,phase-data,",,,1.2,,ml,earthquake,"M 2.7 - 18 km NNE of Simav, Turkey",7,Point,"[29.059, 39.241, 10]",7
0,3.9,"12 km WSW of Emet, Turkey",738776549640,1415321585838,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005ts2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005ts2&format=geojson,,,,,reviewed,0,234,us,p0005ts2,",usp0005ts2,",",us,",",impact-text,origin,phase-data,",,,0.9,,mb,earthquake,"M 3.9 - 12 km WSW of Emet, Turkey",8,Point,"[29.13, 39.296, 16.9]",8
0,3.3,"13 km SSW of Emet, Turkey",738774102890,1415321585830,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005trz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005trz&format=geojson,,,,,reviewed,0,168,us,p0005trz,",usp0005trz,",",us,",",origin,phase-data,",,,0.7,,ml,earthquake,"M 3.3 - 13 km SSW of Emet, Turkey",9,Point,"[29.175, 39.238, 10]",9
0,3.4,"17 km SW of Emet, Turkey",738774007030,1415321585827,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005try,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005try&format=geojson,,,,,reviewed,0,178,us,p0005try,",usp0005try,",",us,",",origin,phase-data,",,,0.5,,ml,earthquake,"M 3.4 - 17 km SW of Emet, Turkey",10,Point,"[29.102, 39.238, 10]",10
0,2.7,"1 km NNW of Yeni?ehir, Turkey",738764768380,1415321585779,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005trt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005trt&format=geojson,,,,,reviewed,0,112,us,p0005trt,",usp0005trt,",",us,",",origin,phase-data,",,,0.3,,ml,earthquake,"M 2.7 - 1 km NNW of Yeni?ehir, Turkey",11,Point,"[29.645, 40.275, 10]",11
0,2.8,"13 km SSE of Keles, Turkey",738749676280,1415321585759,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005trg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005trg&format=geojson,,,,,reviewed,0,121,us,p0005trg,",usp0005trg,",",us,",",origin,phase-data,",,,1.5,,ml,earthquake,"M 2.8 - 13 km SSE of Keles, Turkey",12,Point,"[29.296, 39.806, 5]",12
0,2.8,"6 km WNW of Zeytinliova, Turkey",738747698280,1415321585758,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005trf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005trf&format=geojson,,,,,reviewed,0,121,us,p0005trf,",usp0005trf,",",us,",",origin,phase-data,",,,0.2,,ml,earthquake,"M 2.8 - 6 km WNW of Zeytinliova, Turkey",13,Point,"[27.613, 39.017, 10]",13
0,2.6,"6 km SSW of S?nd?rg?, Turkey",738737154070,1415321585725,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005tr8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005tr8&format=geojson,,,,,reviewed,0,104,us,p0005tr8,",usp0005tr8,",",us,",",origin,phase-data,",,,0.9,,ml,earthquake,"M 2.6 - 6 km SSW of S?nd?rg?, Turkey",14,Point,"[28.149, 39.188, 10]",14
0,2.8,"7 km WSW of K?rka?aç, Turkey",738684483940,1415321585585,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005tpz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005tpz&format=geojson,,,,,reviewed,0,121,us,p0005tpz,",usp0005tpz,",",us,",",origin,phase-data,",,,0.5,,ml,earthquake,"M 2.8 - 7 km WSW of K?rka?aç, Turkey",15,Point,"[27.589, 39.089, 10]",15
0,2.6,"6 km SE of Tav?anl?, Turkey",738673158970,1415321585566,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005tps,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005tps&format=geojson,,,,,reviewed,0,104,us,p0005tps,",usp0005tps,",",us,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 2.6 - 6 km SE of Tav?anl?, Turkey",16,Point,"[29.544, 39.494, 10]",16
0,2.8,"3 km S of Soma, Turkey",738668615360,1415321585558,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005tpn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005tpn&format=geojson,,,,,reviewed,0,121,us,p0005tpn,",usp0005tpn,",",us,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 2.8 - 3 km S of Soma, Turkey",17,Point,"[27.614, 39.156, 10]",17
0,2.8,"12 km NE of Soma, Turkey",738666319910,1415321585557,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005tpm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005tpm&format=geojson,,,,,reviewed,0,121,us,p0005tpm,",usp0005tpm,",",us,",",origin,phase-data,",,,0.3,,ml,earthquake,"M 2.8 - 12 km NE of Soma, Turkey",18,Point,"[27.715, 39.26, 10]",18
0,2.7,"12 km N of Tav?anl?, Turkey",738665466610,1415321585552,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005tpg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005tpg&format=geojson,,,,,reviewed,0,112,us,p0005tpg,",usp0005tpg,",",us,",",origin,phase-data,",,,1,,ml,earthquake,"M 2.7 - 12 km N of Tav?anl?, Turkey",19,Point,"[29.477, 39.657, 10]",19
