,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.8,"7 km NE of Íasmos, Greece",757296146630,1415321679302,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065uw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065uw&format=geojson,,,,,reviewed,0,121,us,p00065uw,",usp00065uw,",",us,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 2.8 - 7 km NE of Íasmos, Greece",0,Point,"[25.26, 41.167, 10]",0
0,2.9,"14 km ESE of Topolovo, Bulgaria",757222538490,1415321679061,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065ts,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065ts&format=geojson,,,,,reviewed,0,129,us,p00065ts,",usp00065ts,",",us,",",origin,phase-data,",,,1.1,,ml,earthquake,"M 2.9 - 14 km ESE of Topolovo, Bulgaria",1,Point,"[25.152, 41.835, 10]",1
0,2.7,"23 km W of Gökçeada, Turkey",757157621140,1415321678984,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065st,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065st&format=geojson,,,,,reviewed,0,112,us,p00065st,",usp00065st,",",us,",",origin,phase-data,",,,0.5,,ml,earthquake,"M 2.7 - 23 km W of Gökçeada, Turkey",2,Point,"[25.638, 40.185, 5]",2
0,2.8,"16 km S of Samothráki, Greece",757131995710,1415321678833,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065s4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065s4&format=geojson,,,,,reviewed,0,121,us,p00065s4,",usp00065s4,",",us,",",origin,phase-data,",,,0.3,,ml,earthquake,"M 2.8 - 16 km S of Samothráki, Greece",3,Point,"[25.524, 40.329, 10]",3
0,2.7,"22 km W of Kocadere, Turkey",756508641370,1415321677593,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065em,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065em&format=geojson,,,,,reviewed,0,112,us,p00065em,",usp00065em,",",us,",",origin,phase-data,",,,0.8,,ml,earthquake,"M 2.7 - 22 km W of Kocadere, Turkey",4,Point,"[28.772, 40.596, 10]",4
0,2.7,"15 km N of Tav?anl?, Turkey",756469997380,1415321677512,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065e2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065e2&format=geojson,,,,,reviewed,0,112,us,p00065e2,",usp00065e2,",",us,",",origin,phase-data,",,,0.5,,ml,earthquake,"M 2.7 - 15 km N of Tav?anl?, Turkey",5,Point,"[29.499, 39.68, 11.9]",5
0,2.7,"8 km NE of Soma, Turkey",756467743880,1415321677507,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065dz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065dz&format=geojson,,,,,reviewed,0,112,us,p00065dz,",usp00065dz,",",us,",",origin,phase-data,",,,0.2,,ml,earthquake,"M 2.7 - 8 km NE of Soma, Turkey",6,Point,"[27.68, 39.234, 10]",6
0,3.5,"29 km NE of Kangal, Turkey",756451656770,1415321677482,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065dt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065dt&format=geojson,,,,,reviewed,0,188,us,p00065dt,",usp00065dt,",",us,",",impact-text,origin,phase-data,",,,0.1,,m,earthquake,"M 3.5 - 29 km NE of Kangal, Turkey",7,Point,"[37.653, 39.41, 10]",7
0,2.7,"16 km W of Bal?kesir, Turkey",756437420020,1415321677471,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065dm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065dm&format=geojson,,,,,reviewed,0,112,us,p00065dm,",usp00065dm,",",us,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 2.7 - 16 km W of Bal?kesir, Turkey",8,Point,"[27.695, 39.625, 10]",8
0,2.7,"13 km NW of Tav?anl?, Turkey",756384787510,1415321677372,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065d1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065d1&format=geojson,,,,,reviewed,0,112,us,p00065d1,",usp00065d1,",",us,",",origin,phase-data,",,,0.3,,ml,earthquake,"M 2.7 - 13 km NW of Tav?anl?, Turkey",9,Point,"[29.41, 39.644, 10]",9
0,2.6,"13 km NNW of Tav?anl?, Turkey",756384209030,1415321677371,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065d0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065d0&format=geojson,,,,,reviewed,0,104,us,p00065d0,",usp00065d0,",",us,",",origin,phase-data,",,,1.9,,ml,earthquake,"M 2.6 - 13 km NNW of Tav?anl?, Turkey",10,Point,"[29.445, 39.655, 10]",10
0,2.7,"11 km ENE of K?n?k, Turkey",756382065410,1415321677358,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065cy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065cy&format=geojson,,,,,reviewed,0,112,us,p00065cy,",usp00065cy,",",us,",",origin,phase-data,",,,0.2,,ml,earthquake,"M 2.7 - 11 km ENE of K?n?k, Turkey",11,Point,"[27.506, 39.116, 10]",11
0,2.7,"10 km SSW of Soma, Turkey",756381974350,1415321677357,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065cx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065cx&format=geojson,,,,,reviewed,0,112,us,p00065cx,",usp00065cx,",",us,",",origin,phase-data,",,,0.3,,ml,earthquake,"M 2.7 - 10 km SSW of Soma, Turkey",12,Point,"[27.548, 39.109, 10]",12
0,2.7,"11 km NE of Soma, Turkey",756381832290,1415321677356,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065cw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065cw&format=geojson,,,,,reviewed,0,112,us,p00065cw,",usp00065cw,",",us,",",origin,phase-data,",,,0.2,,ml,earthquake,"M 2.7 - 11 km NE of Soma, Turkey",13,Point,"[27.698, 39.259, 10]",13
0,2.7,"9 km SW of Soma, Turkey",756378519840,1415321677353,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065cu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065cu&format=geojson,,,,,reviewed,0,112,us,p00065cu,",usp00065cu,",",us,",",origin,phase-data,",,,0.1,,ml,earthquake,"M 2.7 - 9 km SW of Soma, Turkey",14,Point,"[27.539, 39.12, 10]",14
0,2.8,"2 km SW of Orhangazi, Turkey",756377837130,1415321677351,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065ct,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065ct&format=geojson,,,,,reviewed,0,121,us,p00065ct,",usp00065ct,",",us,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 2.8 - 2 km SW of Orhangazi, Turkey",15,Point,"[29.286, 40.472, 10]",15
0,2.6,"9 km SSW of Soma, Turkey",756376015150,1415321677336,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065cr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065cr&format=geojson,,,,,reviewed,0,104,us,p00065cr,",usp00065cr,",",us,",",origin,phase-data,",,,0.7,,ml,earthquake,"M 2.6 - 9 km SSW of Soma, Turkey",16,Point,"[27.559, 39.11, 10]",16
0,3.1,"20 km W of Kocadere, Turkey",756372704850,1415321677333,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065cp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065cp&format=geojson,,,,,reviewed,0,148,us,p00065cp,",usp00065cp,",",us,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 3.1 - 20 km W of Kocadere, Turkey",17,Point,"[28.792, 40.61, 10]",17
0,3.2,"20 km W of Kocadere, Turkey",756372527070,1415321677331,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065cn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065cn&format=geojson,,,,,reviewed,0,158,us,p00065cn,",usp00065cn,",",us,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 3.2 - 20 km W of Kocadere, Turkey",18,Point,"[28.788, 40.613, 10]",18
0,2.9,"26 km W of Marmara, Turkey",756350462670,1415321677313,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065ca,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065ca&format=geojson,,,,,reviewed,0,129,us,p00065ca,",usp00065ca,",",us,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 2.9 - 26 km W of Marmara, Turkey",19,Point,"[27.242, 40.604, 10]",19
0,3.5,"1 km WSW of Agía Paraskeví, Greece",756339144620,1415321677298,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065c3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00065c3&format=geojson,,,,,reviewed,0,188,us,p00065c3,",usp00065c3,",",us,",",origin,phase-data,",,,0.9,,ml,earthquake,"M 3.5 - 1 km WSW of Agía Paraskeví, Greece",20,Point,"[26.253, 39.245, 12.6]",20
