,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.1,"6 km SE of Sárti, Greece",587692204730,1415320960614,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0003k1c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0003k1c&format=geojson,,,,,reviewed,0,148,us,p0003k1c,",usp0003k1c,",",us,",",origin,phase-data,",,,1.5,,md,earthquake,"M 3.1 - 6 km SE of Sárti, Greece",0,Point,"[24.025, 40.045, 5]",0
0,3.1,"21 km SSE of Sykiá, Greece",587541097300,1415320960297,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0003jz2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0003jz2&format=geojson,,,,,reviewed,0,148,us,p0003jz2,",usp0003jz2,",",us,",",origin,phase-data,",,,1.2,,ml,earthquake,"M 3.1 - 21 km SSE of Sykiá, Greece",1,Point,"[24.005, 39.852, 10]",1
0,3.1,"14 km SE of Sykiá, Greece",587472836630,1415320960134,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0003jy0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0003jy0&format=geojson,,,,,reviewed,0,148,us,p0003jy0,",usp0003jy0,",",us,",",origin,phase-data,",,,1.2,,ml,earthquake,"M 3.1 - 14 km SE of Sykiá, Greece",2,Point,"[24.045, 39.939, 10]",2
0,3.4,"7 km SE of Sykiá, Greece",587460576120,1415320960120,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0003jxs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0003jxs&format=geojson,,,,,reviewed,0,178,us,p0003jxs,",usp0003jxs,",",us,",",origin,phase-data,",,,1.3,,ml,earthquake,"M 3.4 - 7 km SE of Sykiá, Greece",3,Point,"[24.007, 39.992, 10]",3
0,3.2,"46 km SSE of Sykiá, Greece",587046525930,1415320958931,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0003jsb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0003jsb&format=geojson,,,,,reviewed,0,158,us,p0003jsb,",usp0003jsb,",",us,",",origin,phase-data,",,,0.9,,ml,earthquake,"M 3.2 - 46 km SSE of Sykiá, Greece",4,Point,"[24.2, 39.668, 10]",4
0,4.3,"17 km SW of Yusufeli, Turkey",586631126060,1415320957416,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0003jkx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0003jkx&format=geojson,,,,,reviewed,0,284,us,p0003jkx,",usp0003jkx,",",us,",",origin,phase-data,",,,1.5,,ms,earthquake,"M 4.3 - 17 km SW of Yusufeli, Turkey",5,Point,"[41.42, 40.692, 10]",5
0,2.9,"20 km SSW of Sápes, Greece",584842781620,1415320950683,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0003hup,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0003hup&format=geojson,,,,,reviewed,0,129,us,p0003hup,",usp0003hup,",",us,",",origin,phase-data,",,,1.3,,md,earthquake,"M 2.9 - 20 km SSW of Sápes, Greece",6,Point,"[25.613, 40.853, 10]",6
0,3.8,"9 km NE of Néa Róda, Greece",584538546390,1415320950275,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0003hrj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0003hrj&format=geojson,,,,,reviewed,0,222,us,p0003hrj,",usp0003hrj,",",us,",",origin,phase-data,",,,1.3,,mb,earthquake,"M 3.8 - 9 km NE of Néa Róda, Greece",7,Point,"[24.003, 40.447, 10]",7
0,3.3,"45 km SSE of Sykiá, Greece",584008218510,1415320947714,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0003hjv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0003hjv&format=geojson,,,,,reviewed,0,168,us,p0003hjv,",usp0003hjv,",",us,",",origin,phase-data,",,,0.9,,ml,earthquake,"M 3.3 - 45 km SSE of Sykiá, Greece",8,Point,"[24.18, 39.669, 10]",8
0,4.3,"14 km NW of Uzundere, Turkey",583554720970,1415320942770,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0003he6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0003he6&format=geojson,,,,,reviewed,0,284,us,p0003he6,",usp0003he6,",",us,",",impact-text,origin,phase-data,",,,1.3,,mb,earthquake,"M 4.3 - 14 km NW of Uzundere, Turkey",9,Point,"[41.404, 40.615, 36.4]",9
