,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,4.7,"46 km ESE of Mýrina, Greece",240734316300,1415316103574,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000q5e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000q5e&format=geojson,,,,,reviewed,0,340,us,p0000q5e,",usp0000q5e,",",us,",",origin,",,,,,mb,earthquake,"M 4.7 - 46 km ESE of Mýrina, Greece",0,Point,"[25.533, 39.671, 4]",0
0,3.7,"27 km E of Patitírion, Greece",238595800500,1415316103094,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000pv3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000pv3&format=geojson,,,,,reviewed,0,211,us,p0000pv3,",usp0000pv3,",",us,",",origin,",,,,,ml,earthquake,"M 3.7 - 27 km E of Patitírion, Greece",1,Point,"[24.174, 39.102, 33]",1
0,3.9,"27 km ESE of Patitírion, Greece",238586810600,1415316103094,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000pv2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000pv2&format=geojson,,,,,reviewed,0,234,us,p0000pv2,",usp0000pv2,",",us,",",origin,",,,,,ml,earthquake,"M 3.9 - 27 km ESE of Patitírion, Greece",2,Point,"[24.176, 39.089, 10]",2
0,3.3,"24 km NE of Patitírion, Greece",238165706800,1415316103032,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000pt2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000pt2&format=geojson,,,,,reviewed,0,168,us,p0000pt2,",usp0000pt2,",",us,",",origin,",,,,,ml,earthquake,"M 3.3 - 24 km NE of Patitírion, Greece",3,Point,"[24.077, 39.289, 33]",3
0,4.5,"27 km WSW of Tekman, Turkey",237236382200,1415316102887,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000pn3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000pn3&format=geojson,,,,,reviewed,0,312,us,p0000pn3,",usp0000pn3,",",us,",",origin,",,,,,mb,earthquake,"M 4.5 - 27 km WSW of Tekman, Turkey",4,Point,"[41.237, 39.508, 33]",4
