,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.2,"34 km N of Mýrina, Greece",157591454600,1415316088060,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00009a3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00009a3&format=geojson,,,,,reviewed,0,158,us,p00009a3,",usp00009a3,",",us,",",origin,",,,,,mb,earthquake,"M 3.2 - 34 km N of Mýrina, Greece",0,Point,"[25.062, 40.19, 33]",0
0,3.4,"6 km WSW of Behram, Turkey",156749552700,1415316087914,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000096e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000096e&format=geojson,,,,,reviewed,0,178,us,p000096e,",usp000096e,",",us,",",origin,",,,,,mb,earthquake,"M 3.4 - 6 km WSW of Behram, Turkey",1,Point,"[26.259, 39.472, 16]",1
0,3.7,"25 km SSE of Sykiá, Greece",156635971400,1415316087894,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000095y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000095y&format=geojson,,,,,reviewed,0,211,us,p000095y,",usp000095y,",",us,",",origin,",,,,,mb,earthquake,"M 3.7 - 25 km SSE of Sykiá, Greece",2,Point,"[24.108, 39.846, 39]",2
0,4.5,"19 km SSE of Sykiá, Greece",156634254000,1415316087893,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000095x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000095x&format=geojson,,,,,reviewed,0,312,us,p000095x,",usp000095x,",",us,",",origin,",,,,,mb,earthquake,"M 4.5 - 19 km SSE of Sykiá, Greece",3,Point,"[24.018, 39.87, 38]",3
0,4.5,"11 km WNW of Behram, Turkey",155131768800,1415316087622,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008ys,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00008ys&format=geojson,,,,,reviewed,0,312,us,p00008ys,",usp00008ys,",",us,",",origin,",,,,,mb,earthquake,"M 4.5 - 11 km WNW of Behram, Turkey",4,Point,"[26.198, 39.52, 36]",4
0,3.9,"17 km SSW of Emet, Turkey",152866841600,1415316087158,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008ph,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00008ph&format=geojson,,,,,reviewed,0,234,us,p00008ph,",usp00008ph,",",us,",",origin,",,,,,mb,earthquake,"M 3.9 - 17 km SSW of Emet, Turkey",5,Point,"[29.193, 39.19, 33]",5
0,4.1,"22 km NNE of Kemah, Turkey",152148393000,1415316087047,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008kd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00008kd&format=geojson,,,,,reviewed,0,259,us,p00008kd,",usp00008kd,",",us,",",origin,",,,,,mb,earthquake,"M 4.1 - 22 km NNE of Kemah, Turkey",6,Point,"[39.104, 39.789, 33]",6
0,2.9,"43 km SSE of Mýrina, Greece",150768673900,1415316086796,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008cb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00008cb&format=geojson,,,,,reviewed,0,129,us,p00008cb,",usp00008cb,",",us,",",origin,",,,,,ml,earthquake,"M 2.9 - 43 km SSE of Mýrina, Greece",7,Point,"[25.162, 39.495, 33]",7
0,3.5,"46 km WSW of Mýrina, Greece",149603516400,1415316086593,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000086s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000086s&format=geojson,,,,,reviewed,0,188,us,p000086s,",usp000086s,",",us,",",origin,",,,,,ml,earthquake,"M 3.5 - 46 km WSW of Mýrina, Greece",8,Point,"[24.544, 39.768, 33]",8
0,3.6,"27 km SE of Marmara Ere?lisi, Turkey",148306202500,1415316086289,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000810,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000810&format=geojson,,,,,reviewed,0,199,us,p0000810,",usp0000810,",",us,",",origin,",,,,,mb,earthquake,"M 3.6 - 27 km SE of Marmara Ere?lisi, Turkey",9,Point,"[28.174, 40.791, 15]",9
0,4.3,"47 km SSE of Karyes, Greece",147899400200,1415316086225,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00007zb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00007zb&format=geojson,,,,,reviewed,0,284,us,p00007zb,",usp00007zb,",",us,",",origin,",,,,,mb,earthquake,"M 4.3 - 47 km SSE of Karyes, Greece",10,Point,"[24.453, 39.863, 33]",10
0,3.8,"8 km NNW of Dursunbey, Turkey",147774798800,1415316086191,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00007yd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00007yd&format=geojson,,,,,reviewed,0,222,us,p00007yd,",usp00007yd,",",us,",",origin,",,,,,mb,earthquake,"M 3.8 - 8 km NNW of Dursunbey, Turkey",11,Point,"[28.6, 39.662, 17]",11
