,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,4.1,"16 km E of K?rka?aç, Turkey",525761230750,1415320734083,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002xnk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002xnk&format=geojson,,,,,reviewed,0,259,us,p0002xnk,",usp0002xnk,",",us,",",origin,phase-data,",,,0.9,,ml,earthquake,"M 4.1 - 16 km E of K?rka?aç, Turkey",0,Point,"[27.859, 39.087, 10]",0
0,4.1,"7 km ESE of Demirci, Turkey",524815434560,1598647015885,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002xa4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002xa4&format=geojson,,,4.156,,reviewed,0,259,us,p0002xa4,",usp0002xa4,",",us,",",impact-text,origin,phase-data,shakemap,",,,1.2,,mb,earthquake,"M 4.1 - 7 km ESE of Demirci, Turkey",1,Point,"[28.743, 39.019, 13.3]",1
0,4.1,"19 km SSW of Selimpa?a, Turkey",520281217170,1415320715280,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002vfp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002vfp&format=geojson,,,,,reviewed,0,259,us,p0002vfp,",usp0002vfp,",",us,",",origin,phase-data,",,,1,,mb,earthquake,"M 4.1 - 19 km SSW of Selimpa?a, Turkey",2,Point,"[28.285, 40.889, 9.6]",2
0,3.9,"19 km ENE of Bigadiç, Turkey",520084103100,1415320714995,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002vdb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002vdb&format=geojson,,,,,reviewed,0,234,us,p0002vdb,",usp0002vdb,",",us,",",origin,phase-data,",,,0.8,,mb,earthquake,"M 3.9 - 19 km ENE of Bigadiç, Turkey",3,Point,"[28.344, 39.459, 10]",3
0,4.3,"22 km WSW of Dursunbey, Turkey",518211354550,1415320710664,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002urr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002urr&format=geojson,,,,,reviewed,0,284,us,p0002urr,",usp0002urr,",",us,",",origin,phase-data,",,,0.8,,mb,earthquake,"M 4.3 - 22 km WSW of Dursunbey, Turkey",4,Point,"[28.399, 39.491, 19]",4
0,3.8,"13 km ENE of Güdül, Turkey",518177632230,1415320710475,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002ur4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002ur4&format=geojson,,,,,reviewed,0,222,us,p0002ur4,",usp0002ur4,",",us,",",origin,phase-data,",,,0.4,,mb,earthquake,"M 3.8 - 13 km ENE of Güdül, Turkey",5,Point,"[32.398, 40.24, 9.4]",5
0,4.2,"12 km NW of Oltu, Turkey",518134589660,1415320710174,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002uqd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002uqd&format=geojson,,,,,reviewed,0,271,us,p0002uqd,",usp0002uqd,",",us,",",origin,phase-data,",,,1.6,,mb,earthquake,"M 4.2 - 12 km NW of Oltu, Turkey",6,Point,"[41.881, 40.622, 10]",6
