,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.3,"6 km E of Ilgaz, Turkey",304962594200,1415316125150,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00012r2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00012r2&format=geojson,,,,,reviewed,0,168,us,p00012r2,",usp00012r2,",",us,",",origin,",,,,,ms,earthquake,"M 3.3 - 6 km E of Ilgaz, Turkey",0,Point,"[33.698, 40.924, 10]",0
0,4.1,"11 km NNW of Yaprakl?, Turkey",304960537100,1415316125149,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00012r1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00012r1&format=geojson,,,,,reviewed,0,259,us,p00012r1,",usp00012r1,",",us,",",origin,",,,,,mb,earthquake,"M 4.1 - 11 km NNW of Yaprakl?, Turkey",1,Point,"[33.707, 40.841, 8]",1
0,5,"12 km NNW of Dursunbey, Turkey",304274866900,1415316124960,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00012k3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00012k3&format=geojson,,,,,reviewed,0,385,us,p00012k3,",usp00012k3,",",us,",",origin,",,,,,mb,earthquake,"M 5.0 - 12 km NNW of Dursunbey, Turkey",2,Point,"[28.57, 39.69, 10]",2
0,3.3,"14 km SSW of S?nd?rg?, Turkey",304027753000,1415316124910,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00012hr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00012hr&format=geojson,,,,,reviewed,0,168,us,p00012hr,",usp00012hr,",",us,",",origin,",,,,,ml,earthquake,"M 3.3 - 14 km SSW of S?nd?rg?, Turkey",3,Point,"[28.106, 39.123, 10]",3
0,3.1,"6 km NNW of Biga, Turkey",302849201000,1415316124581,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000128y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000128y&format=geojson,,,,,reviewed,0,148,us,p000128y,",usp000128y,",",us,",",origin,",,,,,ml,earthquake,"M 3.1 - 6 km NNW of Biga, Turkey",4,Point,"[27.226, 40.278, 10]",4
0,4,"10 km NNW of Akhisar, Turkey",301652823800,1415316124083,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000121a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000121a&format=geojson,,,,,reviewed,0,246,us,p000121a,",usp000121a,",",us,",",origin,",,,,,ml,earthquake,"M 4.0 - 10 km NNW of Akhisar, Turkey",5,Point,"[27.805, 39.009, 10]",5
0,3,"11 km WNW of Bursa, Turkey",301206105200,1415316123950,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011xx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011xx&format=geojson,,,,,reviewed,0,138,us,p00011xx,",usp00011xx,",",us,",",origin,",,,,,ml,earthquake,"M 3.0 - 11 km WNW of Bursa, Turkey",6,Point,"[28.936, 40.23, 10]",6
0,3.4,"2 km ESE of Dursunbey, Turkey",301205677000,1415316123950,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011xw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011xw&format=geojson,,,,,reviewed,0,178,us,p00011xw,",usp00011xw,",",us,",",origin,",,,,,ml,earthquake,"M 3.4 - 2 km ESE of Dursunbey, Turkey",7,Point,"[28.65, 39.575, 10]",7
0,3.1,"4 km NW of Dursunbey, Turkey",301186615200,1415316123940,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011xn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011xn&format=geojson,,,,,reviewed,0,148,us,p00011xn,",usp00011xn,",",us,",",origin,",,,,,ml,earthquake,"M 3.1 - 4 km NW of Dursunbey, Turkey",8,Point,"[28.596, 39.616, 10]",8
0,2.9,"1 km SE of Dursunbey, Turkey",301175860200,1415316123937,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011xj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011xj&format=geojson,,,,,reviewed,0,129,us,p00011xj,",usp00011xj,",",us,",",origin,",,,,,ml,earthquake,"M 2.9 - 1 km SE of Dursunbey, Turkey",9,Point,"[28.637, 39.573, 10]",9
0,5.2,"9 km NNE of Dursunbey, Turkey",301151522500,1651071674931,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011x6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011x6&format=geojson,,,6,,reviewed,0,416,us,p00011x6,",gcmtb071879b,gcmt19790718131202,atlas19790718131202,iscgem661942,usp00011x6,",",gcmt,gcmt,atlas,iscgem,us,",",focal-mechanism,origin,shakemap,",,,,,mb,earthquake,"M 5.2 - 9 km NNE of Dursunbey, Turkey",10,Point,"[28.66, 39.672, 10]",10
0,2.9,"8 km WSW of Karacabey, Turkey",300857548100,1415316123865,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011vk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011vk&format=geojson,,,,,reviewed,0,129,us,p00011vk,",usp00011vk,",",us,",",origin,",,,,,ml,earthquake,"M 2.9 - 8 km WSW of Karacabey, Turkey",11,Point,"[28.27, 40.184, 10]",11
0,3.3,"17 km SW of Aslanapa, Turkey",300631557100,1415316123807,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011u1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011u1&format=geojson,,,,,reviewed,0,168,us,p00011u1,",usp00011u1,",",us,",",origin,",,,,,ml,earthquake,"M 3.3 - 17 km SW of Aslanapa, Turkey",12,Point,"[29.713, 39.116, 10]",12
0,4.6,"16 km W of Yeniça?a, Turkey",299452930700,1651071821937,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011ku,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011ku&format=geojson,,,,,reviewed,0,326,us,p00011ku,",iscgem664246,usp00011ku,",",iscgem,us,",",origin,",,,,,mb,earthquake,"M 4.6 - 16 km W of Yeniça?a, Turkey",13,Point,"[31.834, 40.782, 10]",13
0,2.8,"19 km S of Düzce, Turkey",299284156100,1415316123338,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011jp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011jp&format=geojson,,,,,reviewed,0,121,us,p00011jp,",usp00011jp,",",us,",",origin,",,,,,ml,earthquake,"M 2.8 - 19 km S of Düzce, Turkey",14,Point,"[31.121, 40.67, 10]",14
0,4,"27 km NW of Skýros, Greece",299216077300,1415316123242,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011j2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011j2&format=geojson,,,,,reviewed,0,246,us,p00011j2,",usp00011j2,",",us,",",origin,",,,,,mb,earthquake,"M 4.0 - 27 km NW of Skýros, Greece",15,Point,"[24.382, 39.111, 33]",15
0,3.2,"11 km SE of Ouranoupolis, Greece",299201529200,1415316123239,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011hz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011hz&format=geojson,,,,,reviewed,0,158,us,p00011hz,",usp00011hz,",",us,",",origin,",,,,,mb,earthquake,"M 3.2 - 11 km SE of Ouranoupolis, Greece",16,Point,"[24.089, 40.273, 33]",16
0,3,"51 km ENE of Skýros, Greece",298932403500,1415316123154,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011fy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011fy&format=geojson,,,,,reviewed,0,138,us,p00011fy,",usp00011fy,",",us,",",origin,",,,,,ml,earthquake,"M 3.0 - 51 km ENE of Skýros, Greece",17,Point,"[25.131, 39.051, 33]",17
0,3.4,"16 km SW of Domaniç, Turkey",298863039500,1415316123145,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011fp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011fp&format=geojson,,,,,reviewed,0,178,us,p00011fp,",usp00011fp,",",us,",",origin,",,,,,ml,earthquake,"M 3.4 - 16 km SW of Domaniç, Turkey",18,Point,"[29.448, 39.717, 10]",18
0,3.6,"29 km WSW of Çan, Turkey",298582605900,1415316123010,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011dr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011dr&format=geojson,,,,,reviewed,0,199,us,p00011dr,",usp00011dr,",",us,",",origin,",,,,,ml,earthquake,"M 3.6 - 29 km WSW of Çan, Turkey",19,Point,"[26.754, 39.892, 10]",19
0,3,"6 km NE of Emet, Turkey",298270618100,1415316122753,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00011a3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00011a3&format=geojson,,,,,reviewed,0,138,us,p00011a3,",usp00011a3,",",us,",",origin,",,,,,ml,earthquake,"M 3.0 - 6 km NE of Emet, Turkey",20,Point,"[29.316, 39.377, 10]",20
0,3.4,"17 km ESE of Dursunbey, Turkey",298238768800,1415316122720,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000119k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000119k&format=geojson,,,,,reviewed,0,178,us,p000119k,",usp000119k,",",us,",",origin,",,,,,ml,earthquake,"M 3.4 - 17 km ESE of Dursunbey, Turkey",21,Point,"[28.826, 39.542, 9]",21
0,3.2,"21 km WNW of ?hsaniye, Turkey",298219785000,1415316122686,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0001199,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0001199&format=geojson,,,,,reviewed,0,158,us,p0001199,",usp0001199,",",us,",",origin,",,,,,ml,earthquake,"M 3.2 - 21 km WNW of ?hsaniye, Turkey",22,Point,"[30.175, 39.091, 10]",22
0,3.3,"16 km NNW of Aslanapa, Turkey",297644519900,1415316122368,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000115h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000115h&format=geojson,,,,,reviewed,0,168,us,p000115h,",usp000115h,",",us,",",origin,",,,,,ml,earthquake,"M 3.3 - 16 km NNW of Aslanapa, Turkey",23,Point,"[29.81, 39.358, 10]",23
0,3.7,"9 km N of Karyes, Greece",297178797200,1415316122093,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000112f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000112f&format=geojson,,,,,reviewed,0,211,us,p000112f,",usp000112f,",",us,",",origin,",,,,,mb,earthquake,"M 3.7 - 9 km N of Karyes, Greece",24,Point,"[24.239, 40.346, 55]",24
0,3.5,"3 km WNW of Karyes, Greece",297143738600,1415316122085,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0001128,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0001128&format=geojson,,,,,reviewed,0,188,us,p0001128,",usp0001128,",",us,",",origin,",,,,,ml,earthquake,"M 3.5 - 3 km WNW of Karyes, Greece",25,Point,"[24.203, 40.271, 10]",25
0,4.1,"13 km E of Ouranoupolis, Greece",297141118400,1415316122081,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0001125,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0001125&format=geojson,,,,,reviewed,0,259,us,p0001125,",usp0001125,",",us,",",origin,",,,,,mb,earthquake,"M 4.1 - 13 km E of Ouranoupolis, Greece",26,Point,"[24.142, 40.352, 10]",26
