,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.2,"20 km SSW of Beylikdüzü, Turkey",946470402820,1415322552238,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009kef,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009kef&format=geojson,,,,,reviewed,0,158,us,p0009kef,",usp0009kef,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 3.2 - 20 km SSW of Beylikdüzü, Turkey",0,Point,"[28.549, 40.807, 5.4]",0
0,3.6,"9 km WSW of Düzce, Turkey",946463997160,1415322552231,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009kec,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009kec&format=geojson,,,,,reviewed,0,199,us,p0009kec,",usp0009kec,",",us,",",impact-text,origin,phase-data,",,,,,md,earthquake,"M 3.6 - 9 km WSW of Düzce, Turkey",1,Point,"[31.05, 40.821, 7.3]",1
0,2.9,"7 km WNW of Akyaz?, Turkey",945691429650,1415322550376,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009k28,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009k28&format=geojson,,,,,reviewed,0,129,us,p0009k28,",usp0009k28,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.9 - 7 km WNW of Akyaz?, Turkey",2,Point,"[30.541, 40.713, 1.1]",2
0,3.6,"6 km NNW of Karapürçek, Turkey",945690395960,1415322550368,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009k25,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009k25&format=geojson,,,,,reviewed,0,199,us,p0009k25,",usp0009k25,",",us,",",impact-text,origin,phase-data,",,,,,md,earthquake,"M 3.6 - 6 km NNW of Karapürçek, Turkey",3,Point,"[30.496, 40.694, 7]",3
0,2.5,"3 km SW of Ç?narc?k, Turkey",945675828360,1415322550313,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009k1t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009k1t&format=geojson,,,,,reviewed,0,96,us,p0009k1t,",usp0009k1t,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.5 - 3 km SW of Ç?narc?k, Turkey",4,Point,"[29.096, 40.626, 11]",4
0,4.3,"10 km E of Hendek, Turkey",945660439940,1415322550274,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009k1m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009k1m&format=geojson,,,,,reviewed,0,284,us,p0009k1m,",usp0009k1m,",",us,",",origin,phase-data,",,,1.2,,mb,earthquake,"M 4.3 - 10 km E of Hendek, Turkey",5,Point,"[30.873, 40.785, 10]",5
0,3.8,"17 km SW of Tosya, Turkey",945648136240,1415322550261,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009k1c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009k1c&format=geojson,,,,,reviewed,0,222,us,p0009k1c,",usp0009k1c,",",us,",",origin,phase-data,",,,1.06,,md,earthquake,"M 3.8 - 17 km SW of Tosya, Turkey",6,Point,"[33.912, 40.887, 10]",6
0,4,Central Turkey,945646639760,1415322550259,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009k1b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009k1b&format=geojson,,,,,reviewed,0,246,us,p0009k1b,",usp0009k1b,",",us,",",origin,phase-data,",,,1.29,,mb,earthquake,M 4.0 - Central Turkey,7,Point,"[33.848, 40.906, 10]",7
0,2.9,"12 km SSE of Düzce, Turkey",945606745180,1415322550219,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009k0p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009k0p&format=geojson,,,,,reviewed,0,129,us,p0009k0p,",usp0009k0p,",",us,",",impact-text,origin,phase-data,",,,,,md,earthquake,"M 2.9 - 12 km SSE of Düzce, Turkey",8,Point,"[31.24, 40.747, 0.3]",8
0,3.5,"13 km ENE of Düzce, Turkey",945432730700,1415322549924,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009jyb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009jyb&format=geojson,,,,,reviewed,0,188,us,p0009jyb,",usp0009jyb,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 3.5 - 13 km ENE of Düzce, Turkey",9,Point,"[31.307, 40.897, 18]",9
