,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.9,"6 km E of K?rka?aç, Turkey",170658825100,1415316090478,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000b84,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000b84&format=geojson,,,,,reviewed,0,234,us,p0000b84,",usp0000b84,",",us,",",origin,",,,,,mb,earthquake,"M 3.9 - 6 km E of K?rka?aç, Turkey",0,Point,"[27.747, 39.118, 10]",0
0,3.6,"28 km SW of Kamariótissa, Greece",169840552800,1415316090384,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000b3n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000b3n&format=geojson,,,,,reviewed,0,199,us,p0000b3n,",usp0000b3n,",",us,",",origin,",,,,,mb,earthquake,"M 3.6 - 28 km SW of Kamariótissa, Greece",1,Point,"[25.226, 40.309, 41]",1
0,3.9,"24 km NE of Gökçeada, Turkey",168717555800,1415316090225,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ayc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000ayc&format=geojson,,,,,reviewed,0,234,us,p0000ayc,",usp0000ayc,",",us,",",origin,",,,,,ml,earthquake,"M 3.9 - 24 km NE of Gökçeada, Turkey",2,Point,"[26.092, 40.37, 33]",2
0,3.3,"15 km SE of Samothráki, Greece",167777782100,1415316090045,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ath,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000ath&format=geojson,,,,,reviewed,0,168,us,p0000ath,",usp0000ath,",",us,",",origin,",,,,,mb,earthquake,"M 3.3 - 15 km SE of Samothráki, Greece",3,Point,"[25.662, 40.387, 33]",3
0,4.3,"30 km S of Enez, Turkey",167447288500,1415316089931,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000arw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000arw&format=geojson,,,,,reviewed,0,284,us,p0000arw,",usp0000arw,",",us,",",origin,",,,,,mb,earthquake,"M 4.3 - 30 km S of Enez, Turkey",4,Point,"[26.076, 40.45, 20]",4
0,4,"28 km NE of Gökçeada, Turkey",167375009600,1415316089899,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ar7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000ar7&format=geojson,,,,,reviewed,0,246,us,p0000ar7,",usp0000ar7,",",us,",",origin,",,,,,mb,earthquake,"M 4.0 - 28 km NE of Gökçeada, Turkey",5,Point,"[26.113, 40.408, 33]",5
0,3.4,"20 km NE of Biga, Turkey",167071404400,1415316089811,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000anx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000anx&format=geojson,,,,,reviewed,0,178,us,p0000anx,",usp0000anx,",",us,",",origin,",,,,,mb,earthquake,"M 3.4 - 20 km NE of Biga, Turkey",6,Point,"[27.38, 40.379, 5]",6
0,5.3,"20 km NNE of Gökçeada, Turkey",165290765100,1415316089545,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000adn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000adn&format=geojson,,,,,reviewed,0,432,us,p0000adn,",usp0000adn,",",us,",",origin,",,,,,mb,earthquake,"M 5.3 - 20 km NNE of Gökçeada, Turkey",7,Point,"[26.025, 40.361, 33]",7
0,4.6,"25 km NNE of Gökçeada, Turkey",165181362000,1415316089526,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ad5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000ad5&format=geojson,,,,,reviewed,0,326,us,p0000ad5,",usp0000ad5,",",us,",",origin,",,,,,mb,earthquake,"M 4.6 - 25 km NNE of Gökçeada, Turkey",8,Point,"[25.992, 40.419, 5]",8
0,3.3,"13 km E of Enez, Turkey",165150709300,1415316089522,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ad0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000ad0&format=geojson,,,,,reviewed,0,168,us,p0000ad0,",usp0000ad0,",",us,",",origin,",,,,,mb,earthquake,"M 3.3 - 13 km E of Enez, Turkey",9,Point,"[26.245, 40.713, 33]",9
