,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.9,"6 km NW of Demirci, Turkey",193918409100,1415316094178,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000f6f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000f6f&format=geojson,,,,,reviewed,0,234,us,p0000f6f,",usp0000f6f,",",us,",",origin,",,,,,mb,earthquake,"M 3.9 - 6 km NW of Demirci, Turkey",0,Point,"[28.612, 39.09, 26]",0
0,4.5,"13 km NNE of Amasra, Turkey",193532829400,1415316094119,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000f41,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000f41&format=geojson,,,,,reviewed,0,312,us,p0000f41,",usp0000f41,",",us,",",origin,",,,,,mb,earthquake,"M 4.5 - 13 km NNE of Amasra, Turkey",1,Point,"[32.428, 41.864, 3]",1
0,5.1,"4 km NW of Limenária, Greece",192872149300,1415316094044,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000f0v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000f0v&format=geojson,,,,,reviewed,0,400,us,p0000f0v,",usp0000f0v,",",us,",",origin,",,,,,mb,earthquake,"M 5.1 - 4 km NW of Limenária, Greece",2,Point,"[24.533, 40.656, 33]",2
0,3.8,"10 km WSW of Bergama, Turkey",192849681800,1415316094037,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000f0h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000f0h&format=geojson,,,,,reviewed,0,222,us,p0000f0h,",usp0000f0h,",",us,",",origin,",,,,,mb,earthquake,"M 3.8 - 10 km WSW of Bergama, Turkey",3,Point,"[27.081, 39.072, 10]",3
0,3,"34 km NNW of Skýros, Greece",192259703300,1415316093958,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ex0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000ex0&format=geojson,,,,,reviewed,0,138,us,p0000ex0,",usp0000ex0,",",us,",",origin,",,,,,ml,earthquake,"M 3.0 - 34 km NNW of Skýros, Greece",4,Point,"[24.462, 39.203, 33]",4
0,3,"37 km ENE of Patitírion, Greece",192249732300,1415316093957,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ewz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000ewz&format=geojson,,,,,reviewed,0,138,us,p0000ewz,",usp0000ewz,",",us,",",origin,",,,,,ml,earthquake,"M 3.0 - 37 km ENE of Patitírion, Greece",5,Point,"[24.255, 39.285, 33]",5
0,3.5,"47 km NNW of Skýros, Greece",192249272200,1415316093956,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ewy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000ewy&format=geojson,,,,,reviewed,0,188,us,p0000ewy,",usp0000ewy,",",us,",",origin,",,,,,mb,earthquake,"M 3.5 - 47 km NNW of Skýros, Greece",6,Point,"[24.43, 39.317, 33]",6
0,4.1,"30 km S of Enez, Turkey",192116274800,1415316093935,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ew6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000ew6&format=geojson,,,,,reviewed,0,259,us,p0000ew6,",usp0000ew6,",",us,",",origin,",,,,,mb,earthquake,"M 4.1 - 30 km S of Enez, Turkey",7,Point,"[26.112, 40.452, 33]",7
0,3.1,"38 km NNW of Skýros, Greece",192064020100,1415316093924,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000evp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000evp&format=geojson,,,,,reviewed,0,148,us,p0000evp,",usp0000evp,",",us,",",origin,",,,,,ml,earthquake,"M 3.1 - 38 km NNW of Skýros, Greece",8,Point,"[24.416, 39.231, 33]",8
0,3.6,"38 km NNW of Skýros, Greece",191996071200,1415316093833,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000euz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000euz&format=geojson,,,,,reviewed,0,199,us,p0000euz,",usp0000euz,",",us,",",origin,",,,,,ml,earthquake,"M 3.6 - 38 km NNW of Skýros, Greece",9,Point,"[24.38, 39.225, 40]",9
