,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,4.2,"37 km NNW of Mýrina, Greece",1595623284337,1601746340040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000b3qc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000b3qc&format=geojson,,,,,reviewed,0,271,us,6000b3qc,",us6000b3qc,",",us,",",origin,phase-data,",,1.05,1.28,39,mb,earthquake,"M 4.2 - 37 km NNW of Mýrina, Greece",0,Point,"[24.9392, 40.1969, 10]",0
0,4.3,"13 km SSE of Çerke?, Turkey",1592891660835,1598745667040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ah0p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ah0p&format=geojson,,,,,reviewed,0,284,us,6000ah0p,",us6000ah0p,",",us,",",origin,phase-data,",,1.104,0.78,30,mb,earthquake,"M 4.3 - 13 km SSE of Çerke?, Turkey",1,Point,"[32.9521, 40.697, 10]",1
0,4.4,"9 km E of Yedisu, Turkey",1592312262959,1598123696040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000actw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000actw&format=geojson,,,,,reviewed,0,298,us,6000actw,",us6000actw,",",us,",",origin,phase-data,",,0.594,0.79,96,mb,earthquake,"M 4.4 - 9 km E of Yedisu, Turkey",2,Point,"[40.6486, 39.4341, 10]",2
0,4.5,"8 km E of Yedisu, Turkey",1592239957882,1598123703040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000aexu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000aexu&format=geojson,,,,,reviewed,0,312,us,6000aexu,",us6000aexu,",",us,",",origin,phase-data,",,0.587,0.88,84,mb,earthquake,"M 4.5 - 8 km E of Yedisu, Turkey",3,Point,"[40.6354, 39.4398, 5.7]",3
0,4.2,"17 km ESE of Yedisu, Turkey",1592205276150,1598123693040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ac2k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ac2k&format=geojson,,,,,reviewed,0,271,us,6000ac2k,",us6000ac2k,",",us,",",origin,phase-data,",,0.671,0.6,59,mb,earthquake,"M 4.2 - 17 km ESE of Yedisu, Turkey",4,Point,"[40.7179, 39.3678, 10]",4
0,5.5,"18 km E of Yedisu, Turkey",1592203891776,1646889819598,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ac28,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ac28&format=geojson,10,7,6.982,green,reviewed,0,472,us,6000ac28,",us6000ac28,pt20167000,",",us,pt,",",dyfi,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,0.625,0.57,37,mww,earthquake,"M 5.5 - 18 km E of Yedisu, Turkey",5,Point,"[40.7479, 39.4226, 10]",5
0,4.5,"20 km E of Yedisu, Turkey",1592174436458,1598123701040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000aew8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000aew8&format=geojson,,,,,reviewed,0,312,us,6000aew8,",us6000aew8,",",us,",",origin,phase-data,",,0.646,0.92,82,mb,earthquake,"M 4.5 - 20 km E of Yedisu, Turkey",6,Point,"[40.7696, 39.4057, 10]",6
0,4.5,"19 km ESE of Yedisu, Turkey",1592147358396,1598123691040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000abpe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000abpe&format=geojson,,,,,reviewed,0,312,us,6000abpe,",us6000abpe,",",us,",",origin,phase-data,",,0.673,0.71,31,mb,earthquake,"M 4.5 - 19 km ESE of Yedisu, Turkey",7,Point,"[40.7449, 39.3717, 10]",7
0,4.5,"18 km E of Yedisu, Turkey",1592145290289,1598123691040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000abp5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000abp5&format=geojson,,,,,reviewed,0,312,us,6000abp5,",us6000abp5,",",us,",",origin,phase-data,",,0.631,0.89,71,mb,earthquake,"M 4.5 - 18 km E of Yedisu, Turkey",8,Point,"[40.7508, 39.417, 10]",8
0,5.9,"14 km E of Yedisu, Turkey",1592144669501,1646889774331,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000abnv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000abnv&format=geojson,14,7.6,6.896,green,reviewed,0,546,us,6000abnv,",us6000abnv,pt20166000,",",us,pt,",",dyfi,impact-text,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,0.615,0.62,24,mww,earthquake,"M 5.9 - 14 km E of Yedisu, Turkey",9,Point,"[40.7073, 39.4229, 10]",9
0,4.3,"14 km SW of Çorum, Turkey",1591189869409,1597773525040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000aa4m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000aa4m&format=geojson,,,,,reviewed,0,284,us,6000aa4m,",us6000aa4m,",",us,",",origin,phase-data,",,1.023,0.88,50,mb,earthquake,"M 4.3 - 14 km SW of Çorum, Turkey",10,Point,"[34.8238, 40.4693, 10]",10
