,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,5.58,"19 km SSE of ?iran, Turkey",-946988780390,1650919902741,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem902302,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgem902302&format=geojson,,,,,reviewed,0,479,iscgem,902302,",iscgem902302,",",iscgem,",",origin,",,,,,mw,earthquake,"M 5.6 - 19 km SSE of ?iran, Turkey",0,Point,"[39.194, 40.028, 15]",0
0,5.86,"8 km SSW of Ba?çiftlik, Turkey",-947104473740,1650919897030,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem902298,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgem902298&format=geojson,,,,,reviewed,0,528,iscgem,902298,",iscgem902298,",",iscgem,",",origin,",,,,,mw,earthquake,"M 5.9 - 8 km SSW of Ba?çiftlik, Turkey",1,Point,"[37.144, 40.469, 15]",1
0,5.59,"9 km E of Aksu, Turkey",-947193088240,1650919895690,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem902292,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgem902292&format=geojson,,,,,reviewed,0,481,iscgem,902292,",iscgem902292,",",iscgem,",",origin,",,,,,mw,earthquake,"M 5.6 - 9 km E of Aksu, Turkey",2,Point,"[38.146, 40.073, 15]",2
0,7.8,"20 km NNE of Erzincan, Turkey",-947203356180,1650919893901,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem902291,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgem902291&format=geojson,,,7.907,,reviewed,0,936,iscgem,902291,",iscgem902291,",",iscgem,",",impact-text,origin,shakemap,",,,,,mw,earthquake,"M 7.8 - 20 km NNE of Erzincan, Turkey",3,Point,"[39.586, 39.907, 20]",3
0,5.93,"12 km NE of Otlukbeli, Turkey",-950281863730,1650919845460,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem902235,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgem902235&format=geojson,,,,,reviewed,0,541,iscgem,902235,",iscgem902235,",",iscgem,",",origin,",,,,,mw,earthquake,"M 5.9 - 12 km NE of Otlukbeli, Turkey",4,Point,"[40.117, 40.052, 15]",4
0,5.62,"9 km SSE of Domaniç, Turkey",-953087234160,1650919802950,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem902196,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgem902196&format=geojson,,,,,reviewed,0,486,iscgem,902196,",iscgem902196,",",iscgem,",",origin,",,,,,mw,earthquake,"M 5.6 - 9 km SSE of Domaniç, Turkey",5,Point,"[29.635, 39.723, 15]",5
0,6.49,"9 km NNW of Bergama, Turkey",-955495398360,1650919790664,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem902170,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgem902170&format=geojson,,,6.379,,reviewed,0,648,iscgem,902170,",iscgem902170,",",iscgem,",",origin,shakemap,",,,,,mw,earthquake,"M 6.5 - 9 km NNW of Bergama, Turkey",6,Point,"[27.142, 39.204, 35]",6
0,5.93,"15 km SW of Domaniç, Turkey",-956018609800,1650919773129,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem902149,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgem902149&format=geojson,,,,,reviewed,0,541,iscgem,902149,",iscgem902149,",",iscgem,",",origin,",,,,,mw,earthquake,"M 5.9 - 15 km SW of Domaniç, Turkey",7,Point,"[29.49, 39.694, 15]",7
