,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,5.31,"14 km SSE of Bozüyük, Turkey",-959213773060,1652115316830,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgemsup902110,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgemsup902110&format=geojson,,,,,reviewed,0,434,iscgemsup,902110,",iscgemsup902110,",",iscgemsup,",",origin,",,,,,mw,earthquake,"M 5.3 - 14 km SSE of Bozüyük, Turkey",0,Point,"[30.128, 39.796, 15]",0
0,5.71,"6 km SSE of Bozüyük, Turkey",-959772430200,1650919713071,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem902103,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgem902103&format=geojson,,,,,reviewed,0,502,iscgem,902103,",iscgem902103,",",iscgem,",",origin,",,,,,mw,earthquake,"M 5.7 - 6 km SSE of Bozüyük, Turkey",1,Point,"[30.074, 39.855, 15]",1
0,5.38,"6 km S of Domaniç, Turkey",-959856827130,1652115308991,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgemsup902101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgemsup902101&format=geojson,,,,,reviewed,0,445,iscgemsup,902101,",iscgemsup902101,",",iscgemsup,",",origin,",,,,,mw,earthquake,"M 5.4 - 6 km S of Domaniç, Turkey",2,Point,"[29.622, 39.745, 15]",2
0,5.22,"8 km NW of Prínos, Greece",-959870084260,1652115302604,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgemsup902100,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgemsup902100&format=geojson,,,,,reviewed,0,419,iscgemsup,902100,",iscgemsup902100,",",iscgemsup,",",origin,",,,,,mw,earthquake,"M 5.2 - 8 km NW of Prínos, Greece",3,Point,"[24.522, 40.804, 15]",3
0,5.44,"4 km W of Dodurga, Turkey",-960581975700,1650919702267,,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem902087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=iscgem902087&format=geojson,,,,,reviewed,0,455,iscgem,902087,",iscgem902087,",",iscgem,",",origin,",,,,,mw,earthquake,"M 5.4 - 4 km W of Dodurga, Turkey",4,Point,"[29.862, 39.794, 15]",4
