,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3,"26 km N of Gökçeada, Turkey",146947584800,1415316086034,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00007u5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00007u5&format=geojson,,,,,reviewed,0,138,us,p00007u5,",usp00007u5,",",us,",",origin,",,,,,mb,earthquake,"M 3.0 - 26 km N of Gökçeada, Turkey",0,Point,"[25.931, 40.438, 33]",0
0,3.3,"1 km SE of Thásos, Greece",146733390700,1415316085995,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00007t5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00007t5&format=geojson,,,,,reviewed,0,168,us,p00007t5,",usp00007t5,",",us,",",origin,",,,,,mb,earthquake,"M 3.3 - 1 km SE of Thásos, Greece",1,Point,"[24.719, 40.772, 41]",1
0,2.7,"19 km SW of Limenária, Greece",146693751100,1415316085988,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00007sz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00007sz&format=geojson,,,,,reviewed,0,112,us,p00007sz,",usp00007sz,",",us,",",origin,",,,,,mb,earthquake,"M 2.7 - 19 km SW of Limenária, Greece",2,Point,"[24.397, 40.518, 33]",2
0,3.7,"44 km ENE of Patitírion, Greece",140605461000,1415316084766,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00006sg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00006sg&format=geojson,,,,,reviewed,0,211,us,p00006sg,",usp00006sg,",",us,",",origin,",,,,,mb,earthquake,"M 3.7 - 44 km ENE of Patitírion, Greece",3,Point,"[24.314, 39.342, 33]",3
