,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,4.2,"9 km ENE of Simav, Turkey",1306632699550,1415324696108,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000j2cu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000j2cu&format=geojson,,,,,reviewed,0,271,us,p000j2cu,",usp000j2cu,",",us,",",impact-text,origin,phase-data,",89,,,39.7,mb,earthquake,"M 4.2 - 9 km ENE of Simav, Turkey",0,Point,"[29.077, 39.118, 10.7]",0
0,4.2,"6 km ENE of Simav, Turkey",1306606006890,1415324695923,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000j2c4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000j2c4&format=geojson,,,,,reviewed,0,271,us,p000j2c4,",usp000j2c4,",",us,",",impact-text,origin,phase-data,",43,,,58.7,mb,earthquake,"M 4.2 - 6 km ENE of Simav, Turkey",1,Point,"[29.045, 39.106, 5]",1
0,4.8,"7 km ENE of Simav, Turkey",1306561637000,1658247456324,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000j2b5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000j2b5&format=geojson,11,3.8,,,reviewed,0,359,us,p000j2b5,",usp000j2b5,usc0003sw1,iscgem16551277,",",us,us,iscgem,",",associate,dyfi,impact-text,moment-tensor,origin,phase-data,",243,,,21.3,mwr,earthquake,"M 4.8 - 7 km ENE of Simav, Turkey",2,Point,"[29.049, 39.119, 9.2]",2
0,4.4,Western Turkey,1306482217360,1415324695445,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000j29a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000j29a&format=geojson,,,,,reviewed,0,298,us,p000j29a,",usp000j29a,",",us,",",impact-text,origin,phase-data,",106,,,34.3,mb,earthquake,M 4.4 - Western Turkey,3,Point,"[29.1, 39.114, 10.2]",3
0,4.2,"2 km NW of Simav, Turkey",1306205729590,1415324694564,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000j249,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000j249&format=geojson,,,,,reviewed,0,271,us,p000j249,",usp000j249,",",us,",",impact-text,origin,phase-data,",59,,,55.8,mb,earthquake,"M 4.2 - 2 km NW of Simav, Turkey",4,Point,"[28.957, 39.099, 5]",4
0,4.5,"9 km E of Simav, Turkey",1305853113200,1415324692695,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000j1v9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000j1v9&format=geojson,,,,,reviewed,0,312,us,p000j1v9,",usp000j1v9,",",us,",",impact-text,origin,phase-data,",23,,,79.8,mb,earthquake,"M 4.5 - 9 km E of Simav, Turkey",5,Point,"[29.09, 39.1, 5]",5
0,4.4,"5 km NNW of Pazarlar, Turkey",1305840791360,1415324692600,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000j1uy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000j1uy&format=geojson,,,,,reviewed,0,298,us,p000j1uy,",usp000j1uy,",",us,",",impact-text,origin,phase-data,",28,,1.21,72.3,mb,earthquake,"M 4.4 - 5 km NNW of Pazarlar, Turkey",6,Point,"[29.09, 39.04, 10]",6
0,4.3,"3 km NE of Simav, Turkey",1305840089200,1415324692597,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000j1ux,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000j1ux&format=geojson,,,,,reviewed,0,284,us,p000j1ux,",usp000j1ux,",",us,",",impact-text,origin,phase-data,",34,,,71.3,mb,earthquake,"M 4.3 - 3 km NE of Simav, Turkey",7,Point,"[29.01, 39.11, 5]",7
0,4.3,"6 km ENE of Simav, Turkey",1305839571000,1658245157622,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000j1uw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000j1uw&format=geojson,52,4.8,4.726,,reviewed,0,309,us,p000j1uw,",usp000j1uw,usc0003j7s,",",us,us,",",associate,dyfi,impact-text,origin,phase-data,shakemap,",111,,,38,mb,earthquake,"M 4.3 - 6 km ENE of Simav, Turkey",8,Point,"[29.04, 39.12, 7]",8
0,4.6,"9 km ENE of Simav, Turkey",1305836732120,1415324692561,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000j1uq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000j1uq&format=geojson,,,,,reviewed,0,326,us,p000j1uq,",usp000j1uq,",",us,",",impact-text,origin,phase-data,",42,,,47.6,ml,earthquake,"M 4.6 - 9 km ENE of Simav, Turkey",9,Point,"[29.079, 39.124, 5]",9
