,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,4.2,"8 km NNW of Eceabat, Turkey",1437720849000,1445544295040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20002zs8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20002zs8&format=geojson,0,1,,,reviewed,0,271,us,20002zs8,",us20002zs8,",",us,",",cap,dyfi,origin,phase-data,",,,0.9,,mb,earthquake,"M 4.2 - 8 km NNW of Eceabat, Turkey",0,Point,"[26.302, 40.2527, 11.3]",0
0,4.8,"13 km NW of Eceabat, Turkey",1437705583740,1659298630243,,https://earthquake.usgs.gov/earthquakes/eventpage/us20002zr5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20002zr5&format=geojson,3,3.6,,,reviewed,0,356,us,20002zr5,",us20002zr5,",",us,",",cap,dyfi,impact-text,origin,phase-data,",,0.195,0.85,33,mb,earthquake,"M 4.8 - 13 km NW of Eceabat, Turkey",1,Point,"[26.266, 40.2844, 9.73]",1
0,4.4,"8 km NW of Eceabat, Turkey",1437701160650,1445544295040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20002zqv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20002zqv&format=geojson,0,1,,,reviewed,0,298,us,20002zqv,",us20002zqv,",",us,",",cap,dyfi,origin,phase-data,",,,1.06,,mb,earthquake,"M 4.4 - 8 km NW of Eceabat, Turkey",2,Point,"[26.297, 40.248, 11.6]",2
0,3.3,"8 km W of Elmada?, Turkey",1435611304390,1659283228572,,https://earthquake.usgs.gov/earthquakes/eventpage/us10002mfj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10002mfj&format=geojson,4,3.1,,,reviewed,0,169,us,10002mfj,",us10002mfj,",",us,",",cap,dyfi,impact-text,origin,phase-data,",,,1.15,,ml,earthquake,"M 3.3 - 8 km W of Elmada?, Turkey",3,Point,"[33.1348, 39.9248, 2]",3
