,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,4.9,"4 km N of Emet, Turkey",209760288400,1415316096889,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000j1c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000j1c&format=geojson,,,,,reviewed,0,369,us,p0000j1c,",usp0000j1c,",",us,",",origin,",,,,,mb,earthquake,"M 4.9 - 4 km N of Emet, Turkey",0,Point,"[29.251, 39.379, 42]",0
0,4.8,"15 km W of Emet, Turkey",209568529000,1651078544104,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000j0b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000j0b&format=geojson,,,,,reviewed,0,354,us,p0000j0b,",iscgem710194,usp0000j0b,",",iscgem,us,",",origin,",,,,,mb,earthquake,"M 4.8 - 15 km W of Emet, Turkey",1,Point,"[29.081, 39.327, 14]",1
0,2.8,"5 km SE of Kocadere, Turkey",209081257800,1415316096747,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000hvt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000hvt&format=geojson,,,,,reviewed,0,121,us,p0000hvt,",usp0000hvt,",",us,",",origin,",,,,,ml,earthquake,"M 2.8 - 5 km SE of Kocadere, Turkey",2,Point,"[29.067, 40.593, 7]",2
0,3.2,"11 km ESE of Bigadiç, Turkey",209067022400,1415316096728,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000hvf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000hvf&format=geojson,,,,,reviewed,0,158,us,p0000hvf,",usp0000hvf,",",us,",",origin,",,,,,ml,earthquake,"M 3.2 - 11 km ESE of Bigadiç, Turkey",3,Point,"[28.264, 39.37, 10]",3
0,3.5,"15 km W of Emet, Turkey",206355594500,1415316096233,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000hcf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000hcf&format=geojson,,,,,reviewed,0,188,us,p0000hcf,",usp0000hcf,",",us,",",origin,",,,,,ml,earthquake,"M 3.5 - 15 km W of Emet, Turkey",4,Point,"[29.077, 39.333, 15]",4
0,4.7,"17 km NW of Emet, Turkey",206280419000,1415316096223,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000hc3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000hc3&format=geojson,,,,,reviewed,0,340,us,p0000hc3,",usp0000hc3,",",us,",",origin,",,,,,mb,earthquake,"M 4.7 - 17 km NW of Emet, Turkey",5,Point,"[29.106, 39.446, 33]",5
0,3.9,"8 km W of Emet, Turkey",204042183000,1415316095729,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000gyq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000gyq&format=geojson,,,,,reviewed,0,234,us,p0000gyq,",usp0000gyq,",",us,",",origin,",,,,,,earthquake,"M 3.9 - 8 km W of Emet, Turkey",6,Point,"[29.155, 39.35, 33]",6
0,4.7,"5 km W of Emet, Turkey",203583157500,1651078897903,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000gvg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000gvg&format=geojson,,,,,reviewed,0,340,us,p0000gvg,",iscgem712573,usp0000gvg,",",iscgem,us,",",origin,",,,,,mb,earthquake,"M 4.7 - 5 km W of Emet, Turkey",7,Point,"[29.19, 39.346, 28]",7
0,4.3,"9 km WSW of Emet, Turkey",203334919900,1415316095621,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000gu7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000gu7&format=geojson,,,,,reviewed,0,284,us,p0000gu7,",usp0000gu7,",",us,",",origin,",,,,,mb,earthquake,"M 4.3 - 9 km WSW of Emet, Turkey",8,Point,"[29.152, 39.317, 21]",8
0,4.3,"3 km SSW of Emet, Turkey",203302355400,1415316095616,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000gtz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000gtz&format=geojson,,,,,reviewed,0,284,us,p0000gtz,",usp0000gtz,",",us,",",origin,",,,,,mb,earthquake,"M 4.3 - 3 km SSW of Emet, Turkey",9,Point,"[29.237, 39.315, 6]",9
0,4.5,"18 km W of Emet, Turkey",203162553400,1415316095598,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000gt3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000gt3&format=geojson,,,,,reviewed,0,312,us,p0000gt3,",usp0000gt3,",",us,",",origin,",,,,,mb,earthquake,"M 4.5 - 18 km W of Emet, Turkey",10,Point,"[29.046, 39.322, 16]",10
0,3.9,"12 km W of Emet, Turkey",202685809400,1415316095538,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000gqc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000gqc&format=geojson,,,,,reviewed,0,234,us,p0000gqc,",usp0000gqc,",",us,",",origin,",,,,,mb,earthquake,"M 3.9 - 12 km W of Emet, Turkey",11,Point,"[29.108, 39.349, 5]",11
