,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.4,"53 km NNE of Skýros, Greece",557358355440,1415320850255,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00037ye,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00037ye&format=geojson,,,,,reviewed,0,178,us,p00037ye,",usp00037ye,",",us,",",origin,phase-data,",,,1,,ml,earthquake,"M 3.4 - 53 km NNE of Skýros, Greece",0,Point,"[24.864, 39.324, 9]",0
0,3.4,"39 km W of Eresós, Greece",556489266150,1415320849286,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00037p0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00037p0&format=geojson,,,,,reviewed,0,178,us,p00037p0,",usp00037p0,",",us,",",origin,phase-data,",,,0.8,,mb,earthquake,"M 3.4 - 39 km W of Eresós, Greece",1,Point,"[25.475, 39.159, 10.2]",1
0,4.1,"33 km NNW of Mýrina, Greece",555459317370,1415320847647,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00037cb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00037cb&format=geojson,,,,,reviewed,0,259,us,p00037cb,",usp00037cb,",",us,",",origin,phase-data,",,,1.2,,mb,earthquake,"M 4.1 - 33 km NNW of Mýrina, Greece",2,Point,"[24.945, 40.166, 10]",2
0,3.9,"30 km NNW of Mýrina, Greece",555459257230,1415320847643,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00037ca,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00037ca&format=geojson,,,,,reviewed,0,234,us,p00037ca,",usp00037ca,",",us,",",origin,phase-data,",,,1.1,,ml,earthquake,"M 3.9 - 30 km NNW of Mýrina, Greece",3,Point,"[24.876, 40.112, 16.4]",3
0,4.4,"5 km SSE of Agía Paraskeví, Greece",555229289840,1415320846914,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000379k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000379k&format=geojson,,,,,reviewed,0,298,us,p000379k,",usp000379k,",",us,",",impact-text,origin,phase-data,",,,1.1,,mb,earthquake,"M 4.4 - 5 km SSE of Agía Paraskeví, Greece",4,Point,"[26.297, 39.202, 23.7]",4
0,3.1,"51 km NNE of Skýros, Greece",553906853780,1415320841684,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00036u8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00036u8&format=geojson,,,,,reviewed,0,148,us,p00036u8,",usp00036u8,",",us,",",origin,phase-data,",,,1.3,,ml,earthquake,"M 3.1 - 51 km NNE of Skýros, Greece",5,Point,"[24.872, 39.297, 10.5]",5
0,3.1,"42 km NNE of Skýros, Greece",549805990580,1415320830201,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00035gz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00035gz&format=geojson,,,,,reviewed,0,148,us,p00035gz,",usp00035gz,",",us,",",origin,phase-data,",,,1.2,,ml,earthquake,"M 3.1 - 42 km NNE of Skýros, Greece",6,Point,"[24.791, 39.244, 5]",6
